Feature_ID,Clean_Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Northern_Latitude,Southern_Latitude,Eastern_Longitude,Western_Longitude,Continent,Ethnicity,Feature_Type,Feature_Type_Code,Quad,Approval_Status,Approval_Date,Reference,Origin,number_of_papers_1970,number_of_citing_papers_1970,number_of_self_citations_1970,total_number_of_citations_1970,total_number_of_refereed_citations_1970,number_of_papers_1971_1980,number_of_citing_papers_1971_1980,number_of_self_citations_1971_1980,total_number_of_citations_1971_1980,total_number_of_refereed_citations_1971_1980,number_of_papers_1981_1990,number_of_citing papers_1981_1990,number_of_self_citations_1981_1990,total_number_of_citations_1981_1990,total_number_of_refereed_citations_1981_1990,number_of_papers_1991_2000,number_of_citing_papers_1991_2000,number_of_self_citations_1991_2000,total_number_of_citations_1991_2000,total_number_of_refereed_citations_1991_2000,number_of_papers_2001_2010,number_of_citing papers_2001_2010,number_of_self_citations_2001_2010,total_number_of_citations_2001_2010,total_number_of_refereed_citations_2001_2010,number_of_papers_2011_2015,number_of_citing papers_2011_2015,number_of_self_citations_2011_2015,total_number_of_citations_2011_2015,total_number_of_refereed_citations_2011_2015,number_of_papers_2016_2017,number_of_citing papers_2016_2017,number_of_self_citations_2016_2017,total_number_of_citations_2016_2017,total_number_of_refereed_citations_2016_2017,number_of_papers,number_of_citing papers,number_of_self-citations,total_number_of_citations,total_number_of_refereed citations,landing_site
5568,Sinus Meridiani,Mars,0.0,-4.94,0.0,-4.94,-4.94,0.0,0.0,Europe,Latin,Albedo Feature,AL,mc19,Approved,1958,60.0,"""Middle Bay,"" from Flammarion map.",10,19,0,19,16,24,391,10,489,446,41,563,16,687,570,48,1119,14,1320,1093,129,2920,344,5602,4924,56,529,75,819,706,24,49,3,58,55,332,4436,1045,8994,7810,1
5570,Sinus Sabaeus,Mars,0.0,-7.91,20.0,-7.91,-7.91,20.0,20.0,Europe,Latin,Albedo Feature,AL,mc20,Approved,1958,60.0,Today's Red Sea; Saba was part of southern Arabian Peninsula.,7,20,0,25,22,14,346,4,390,356,34,367,5,396,342,21,599,2,661,501,31,734,53,1113,978,29,330,38,487,394,6,10,1,11,10,142,1965,264,3083,2603,1
5575,Sirenum Fossae,Mars,2731.21,-35.57,-162.74,-23.29,-39.67,-136.38,172.04,Europe,Greek,"Fossa, fossae",FO,mc24,Approved,1973,57.0,Classical albedo feature name.,0,0,0,0,0,6,98,2,103,95,24,831,9,1009,837,7,77,0,83,65,29,1250,23,1635,1425,47,491,82,761,657,16,30,3,34,34,129,2320,288,3625,3113,0
15162,Sirenum Mons,Mars,122.86,-38.22,-147.85,-37.27,-39.09,-146.51,-149.15,Europe,Greek,"Mons, montes",MO,mc24,Approved,"Aug 12, 2013",57.0,Classical albedo feature name.,0,0,0,0,0,8,133,2,139,127,0,0,0,0,0,12,81,0,87,68,32,1376,25,1869,1676,34,416,48,582,505,10,20,1,22,22,121,2364,201,3641,3178,0
15163,Sirenum Tholus,Mars,53.9,-34.64,-144.79,-34.23,-35.05,-144.23,-145.34,Europe,Greek,"Tholus, tholi",TH,mc24,Approved,"Aug 12, 2013",57.0,Classical albedo feature name.,0,0,0,0,0,4,86,2,88,81,4,424,1,433,379,1,53,0,53,42,3,371,0,374,332,7,76,3,88,77,0,0,0,0,0,20,923,18,1037,912,0
5579,Sisyphi Cavi,Mars,423.63,-72.2,-6.3,-69.8,-76.17,4.51,-17.0,Europe,Greek,"Cavus, cavi",CB,mc30,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,1,90,0,90,72,0,0,0,0,0,6,157,3,196,162,13,80,13,129,118,4,7,1,7,6,24,301,50,422,358,0
5580,Sisyphi Montes,Mars,200.0,-69.65,13.08,-68.31,-71.25,17.21,10.49,Europe,Greek,"Mons, montes",MO,mc30,Approved,1985,57.0,"From albedo feature at 67S, 348W.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,2,118,0,119,103,6,46,0,49,41,3,6,0,6,5,13,157,7,175,150,0
5581,Sisyphi Planum,Mars,1032.87,-69.64,6.41,-60.2,-77.32,34.88,-15.95,Europe,Greek,"Planum, plana",PM,mc30,Approved,2003,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,1,90,0,90,72,1,1,0,1,1,3,37,1,42,35,6,39,0,41,36,2,3,0,3,2,13,161,9,177,146,0
14178,Sisyphi Tholus,Mars,27.52,-75.68,-18.53,-75.48,-75.89,-17.59,-19.42,Europe,Greek,"Tholus, tholi",TH,mc30,Approved,"Sep 13, 2006",57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0,92,79,2,18,0,18,15,1,1,0,1,1,4,104,2,111,95,0
5585,Sithonius Lacus,Mars,0.0,44.66,115.0,44.66,44.66,115.0,115.0,Europe,Latin,Albedo Feature,AL,mc06,Approved,1958,60.0,Region inhabited by Sithonii; synonym of Thrace.,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
5586,Sitka,Mars,16.89,-4.28,-39.23,-4.14,-4.43,-39.09,-39.37,North America,United States,"Crater, craters",AA,mc19,Approved,1976,36.0,"Town in Alaska, USA.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14280,Siton Undae,Mars,222.97,75.55,-62.72,77.5,73.79,-58.6,-68.62,Europe,Scandinavian,"Unda, undae",UN,mc01,Approved,"Mar 20, 2007",71.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,0,17,11,0,0,0,0,0,2,17,0,17,11,0
15169,Sitrah,Mars,33.09,-59.09,-142.28,-58.81,-59.37,-141.76,-142.81,Asia,Bahrain,"Crater, craters",AA,mc24,Approved,"Oct 25, 2013",74.0,Village in Bahrain.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5593,Sklodowska,Mars,109.72,33.52,-2.95,34.45,32.6,-1.84,-4.06,Europe,Poland,"Crater, craters",AA,mc04,Approved,1973,68.0,Marie; Polish-born French chemist (Mme P. Curie) (1867-1934).,0,0,0,0,0,2,9,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,9,8,0
5600,Slipher,Mars,127.14,-47.34,-84.46,-46.27,-48.42,-82.87,-86.03,North America,American,"Crater, craters",AA,mc25,Approved,1973,68.0,Vesto M.; American astronomer (1875-1969); Earl C.; American astronomer (1883-1964).,23,62,0,65,51,17,373,16,503,475,30,820,33,1122,1005,15,603,5,724,659,16,434,8,599,575,2,14,0,14,13,1,3,0,3,3,104,1715,225,3030,2781,0
5603,Smith,Mars,74.33,-65.76,-102.73,-65.19,-66.34,-101.24,-104.23,Europe,Great Britain,"Crater, craters",AA,mc30,Approved,1973,68.0,William; British geologist-engineer (1769-1839).,2,0,0,0,0,247,6083,527,10673,9483,0,0,0,0,0,445,7537,588,13972,12219,854,8793,3370,27098,24484,505,2535,944,5540,5033,188,349,99,526,498,2562,20731,16365,68750,61588,1
14206,Soffen,Mars,58.31,-23.73,140.86,-23.24,-24.22,141.4,140.33,North America,United States,"Crater, craters",AA,mc23,Approved,"Sep 14, 2006",,Gerald A.; American astrobiologist (1926-2000).,0,0,0,0,0,14,739,7,791,710,5,20,0,20,20,3,125,0,125,99,4,95,0,95,83,4,46,0,46,43,3,4,0,4,4,33,997,16,1081,959,1
5805,Sogel,Mars,28.45,21.43,-55.15,21.68,21.2,-54.89,-55.41,Europe,Germany,"Crater, craters",AA,mc10,Approved,1976,36.0,Town in Germany.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,3,0
5620,Sokol,Mars,22.18,-42.37,-40.68,-42.18,-42.56,-40.42,-40.93,Europe,Russia,"Crater, craters",AA,mc26,Approved,1976,36.0,Town in Russia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5622,Solano,Mars,9.0,-26.74,108.95,-26.66,-26.81,109.03,108.86,Asia,Philippines,"Crater, craters",AA,mc22,Approved,1991,74.0,Town in Philippines.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5623,Solis Dorsa,Mars,779.5,-22.88,-79.74,-16.39,-29.32,-73.21,-86.99,Europe,Latin,"Dorsum, dorsa",DO,mc18,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,3,62,1,74,67,9,438,1,504,447,2,46,0,46,36,2,178,0,180,148,2,6,0,6,6,0,0,0,0,0,19,677,5,812,706,0
5624,Solis Lacus,Mars,0.0,-27.72,-90.0,-27.72,-27.72,-90.0,-90.0,Europe,Latin,Albedo Feature,AL,mc17,Approved,1958,60.0,"""Lake of the Sun""; the so-called ""Eye of Mars,"" connecting East with West.",13,16,0,16,14,26,311,14,385,351,0,0,0,0,0,15,177,0,183,153,14,179,2,199,177,3,14,0,14,11,1,3,0,3,3,122,2006,75,2573,2199,0
5625,Solis Planum,Mars,1811.23,-26.4,-89.67,-16.62,-34.97,-73.1,-105.58,Europe,Latin,"Planum, plana",PM,mc18,Approved,1973,57.0,Classical albedo feature name.,0,0,0,0,0,20,481,11,597,540,73,1927,55,2796,2404,19,246,3,253,209,70,1784,93,2775,2500,30,276,15,326,288,9,13,0,13,13,222,3873,443,6760,5954,0
5643,Somerset,Mars,3.33,-9.73,-51.26,-9.71,-9.76,-51.23,-51.28,North America,United States,"Crater, craters",AA,mc18,Approved,2006,74.0,"Town in Pennsylvania, USA.",0,0,0,0,0,0,0,0,0,0,1,20,0,20,14,0,0,0,0,0,3,65,2,84,74,2,62,0,62,56,2,10,0,10,10,8,149,4,176,154,0
5647,Soochow,Mars,30.06,16.73,-28.82,16.98,16.47,-28.55,-29.08,Asia,China,"Crater, craters",AA,mc11,Approved,1976,36.0,Town in China (Kiangsu).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5654,Souris,Mars,2.93,19.47,113.31,19.5,19.45,113.34,113.29,North America,Canada,"Crater, craters",AA,mc14,Approved,1988,36.0,"Town in Manitoba, Canada.",0,0,0,0,0,0,0,0,0,0,1,11,0,11,8,0,0,0,0,0,1,59,0,59,56,0,0,0,0,0,0,0,0,0,0,2,70,0,70,64,0
5656,South,Mars,101.84,-76.94,21.91,-76.08,-77.8,25.71,18.11,Europe,Great Britain,"Crater, craters",AA,mc30,Approved,1973,68.0,James; British astronomer (1785-1867).,47,44,0,54,48,356,5711,784,12119,10708,885,7322,1558,16650,14409,837,6360,566,12158,10439,1367,9341,4235,32382,29128,766,2849,1417,6858,6213,0,0,0,0,0,3000,14410,12566,54221,47668,1
5663,Spallanzani,Mars,71.69,-58.01,86.38,-57.4,-58.61,87.52,85.24,Europe,Italy,"Crater, craters",AA,mc28,Approved,1973,68.0,Lazzaro; Italian biologist (1729-1799).,0,0,0,0,0,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,1,99,0,99,80,0,0,0,0,0,1,6,0,6,6,3,109,0,109,90,0
5672,Spry,Mars,7.67,-3.7,-38.43,-3.63,-3.76,-38.37,-38.5,North America,United States,"Crater, craters",AA,mc19,Approved,1976,36.0,"Town in Utah, USA.",0,0,0,0,0,2,76,0,76,57,2,40,0,40,35,1,81,0,81,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,196,1,197,159,0
5674,Spur,Mars,8.09,22.02,-52.26,22.09,21.95,-52.19,-52.34,North America,United States,"Crater, craters",AA,mc10,Approved,1976,36.0,"Town in Texas, USA.",2,1,0,1,1,11,328,1,355,305,38,412,5,544,440,21,94,3,105,87,98,1775,256,3333,2956,37,261,14,325,294,0,0,0,0,0,218,2481,478,4679,4097,1
5677,Sripur,Mars,22.99,-30.74,-100.71,-30.55,-30.93,-100.49,-100.94,Asia,Bangladesh,"Crater, craters",AA,mc25,Approved,1991,74.0,Town in Bangladesh.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5689,Stege,Mars,76.44,3.75,-59.5,4.4,3.11,-58.85,-60.14,Europe,Denmark,"Crater, craters",AA,mc10,Approved,1985,36.0,Town in Denmark.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14286,Steinheim,Mars,11.28,54.57,-169.35,54.67,54.48,-169.18,-169.51,Europe,Germany,"Crater, craters",AA,mc02,Approved,"Apr 16, 2007",74.0,"Town in Baden-Württemberg, Germany.",0,0,0,0,0,2,128,0,131,91,0,0,0,0,0,1,69,0,69,53,0,0,0,0,0,3,117,1,121,88,0,0,0,0,0,8,306,7,328,238,0
5697,Steno,Mars,103.54,-67.75,-115.37,-66.88,-68.63,-113.05,-117.67,Europe,Denmark,"Crater, craters",AA,mc30,Approved,1973,68.0,Nicolaus; Danish geologist (1638-1686).,0,0,0,0,0,1,4,0,4,4,0,0,0,0,0,1,38,0,38,34,1,48,0,48,43,1,22,0,22,16,1,1,0,1,1,6,114,1,114,99,0
5710,Stobs,Mars,12.06,-4.96,-38.3,-4.85,-5.06,-38.19,-38.4,Europe,Scotland,"Crater, craters",AA,mc19,Approved,1976,36.0,Town in Scotland.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5712,Stokes,Mars,62.74,55.63,171.29,56.16,55.1,172.23,170.36,Europe,Great Britain,"Crater, craters",AA,mc07,Approved,1973,68.0,George G.; British physicist (1819-1903).,1,12,0,12,11,31,1071,15,1212,1138,48,1021,0,1065,968,132,3110,134,4504,3939,142,2511,78,3314,2942,80,599,33,736,676,22,53,3,57,51,457,6688,677,10900,9725,1
5714,Ston,Mars,6.49,46.87,122.55,46.93,46.82,122.64,122.48,Europe,Croatia,"Crater, craters",AA,mc07,Approved,1979,36.0,Town in Croatia.,0,0,0,0,0,1,16,0,16,16,5,109,0,110,109,9,259,0,261,208,3,43,0,43,43,3,34,0,34,34,5,5,0,5,5,26,466,0,469,415,0
5717,Stoney,Mars,161.37,-69.61,-138.51,-68.25,-70.97,-134.59,-142.41,Europe,Ireland,"Crater, craters",AA,mc30,Approved,1973,68.0,George J.; Irish physicist (1826-1911).,2,7,0,7,7,59,2226,43,2689,2448,100,2751,73,3586,3222,103,2327,21,2761,2378,119,2235,107,3105,2776,93,657,22,788,694,48,101,7,112,111,524,8611,573,13048,11636,0
5731,Stura Vallis,Mars,75.0,22.71,142.47,23.02,22.34,143.06,141.85,Europe,Roman,"Vallis, valles",VA,mc15,Approved,1985,56.0,"Classical river east of Rome, Italy.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5732,Stygis Catena,Mars,65.38,23.25,150.57,23.77,22.75,150.76,150.33,Europe,Greek,"Catena, catenae",CA,mc15,Approved,1985,57.0,"From albedo feature at 30N, 200W.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,7,7,0,0,0,0,0,1,7,0,7,7,0
5733,Stygis Fossae,Mars,385.0,26.92,149.83,28.69,24.1,151.29,146.28,Europe,Greek,"Fossa, fossae",FO,mc15,Approved,1985,57.0,Albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,7,7,0,0,0,0,0,1,7,0,7,7,0
5734,Styx,Mars,0.0,29.71,160.0,29.71,29.71,160.0,160.0,Europe,Greek,Albedo Feature,AL,mc15,Approved,1958,60.0,"Great river around nether region, which souls must cross on journey from Earth.",6,18,0,19,16,2,5,0,5,4,3,1,0,1,1,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,0,28,23,0
5735,Styx Dorsum,Mars,90.67,30.81,151.86,31.51,30.2,152.03,151.45,Europe,Greek,"Dorsum, dorsa",DO,mc07,Approved,1985,57.0,Albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5739,Suata,Mars,23.9,-18.91,106.67,-18.71,-19.11,106.88,106.46,South and Central America,Venezuela,"Crater, craters",AA,mc22,Approved,1991,36.0,Town in Venezuela.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5741,Subur Vallis,Mars,26.2,11.63,-53.15,11.72,11.5,-52.96,-53.26,Africa,Mauritania,"Vallis, valles",VA,mc10,Approved,1985,56.0,Classical river in Mauritania.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,22,21,2,17,0,17,17,1,2,0,2,2,4,36,2,41,40,0
5742,Sucre,Mars,13.56,23.69,-54.59,23.81,23.58,-54.46,-54.71,South and Central America,Colombia,"Crater, craters",AA,mc10,Approved,1976,36.0,Town in Colombia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5747,Suess,Mars,71.9,-66.88,-178.49,-66.27,-67.49,-176.93,179.96,Europe,Austria,"Crater, craters",AA,mc30,Approved,1973,68.0,"Eduard; Austrian geologist, engineer (1831-1914).",0,0,0,0,0,6,192,0,197,184,14,683,5,798,719,1,13,0,13,12,1,17,0,17,12,0,0,0,0,0,0,0,0,0,0,22,880,11,1025,927,0
5803,Suf,Mars,9.41,16.34,-38.22,16.42,16.26,-38.14,-38.3,Asia,Jordan,"Crater, craters",AA,mc11,Approved,1976,36.0,Town in Jordan.,0,0,0,0,0,2,75,0,75,70,6,125,0,125,105,2,0,0,0,0,1,149,0,149,144,1,21,0,21,21,1,0,0,0,0,13,361,1,370,340,0
5751,Sulak,Mars,25.0,18.17,-78.61,18.38,17.96,-78.38,-78.83,Europe,Russia,"Crater, craters",AA,mc10,Approved,1985,36.0,Town in Russia.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,0,0,0,0,0,1,3,0,3,3,0
5752,Sulci Gordii,Mars,400.0,19.02,-125.73,22.11,15.9,-123.82,-127.38,Europe,Greek,"Sulcus, sulci",SU,mc09,Approved,1976,57.0,Classical albedo feature name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,2,0,2,2,0
5760,Sumgin,Mars,78.6,-36.53,-48.67,-35.87,-37.2,-47.84,-49.49,Europe,Russia,"Crater, craters",AA,mc26,Approved,1979,68.0,M. I.; Russian cryopedologist.,0,0,0,0,0,0,0,0,0,0,1,110,0,110,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,110,101,0
14543,Sungari Vallis,Mars,344.82,-40.33,88.5,-39.1,-41.18,91.36,85.45,Asia,China,"Vallis, valles",VA,mc28,Approved,"Feb 11, 2009",74.0,"River in China, also known as Songhua Jiang.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,9,9,2,9,0,9,9,0
5768,Surinda Valles,Mars,80.07,-28.8,-35.11,-28.22,-29.37,-34.35,-35.88,Europe,Soviet,"Vallis, valles",VA,mc19,Approved,1979,56.0,Name proposed by Soviets; found on Mars-5 Map.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5769,Surius Vallis,Mars,30.76,-61.2,-48.72,-56.23,-64.52,-46.22,-54.78,,,"Vallis, valles",VA,mc26,Approved,1991,71.0,Lowell canal name.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,6,6,3,65,1,79,66,2,11,0,11,11,1,1,0,1,1,7,78,4,97,84,0
5771,Surt,Mars,9.85,16.85,-30.64,16.93,16.77,-30.55,-30.73,Africa,Libya,"Crater, craters",AA,mc11,Approved,1976,36.0,Town in Libya.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5780,Suzhi,Mars,24.63,-27.41,86.1,-27.2,-27.61,86.33,85.86,Asia,China,"Crater, craters",AA,mc21,Approved,1991,74.0,Town in China.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,49,40,0,0,0,0,0,1,49,0,49,40,0
5785,Swanage,Mars,18.68,26.45,-33.67,26.61,26.3,-33.49,-33.84,Europe,England,"Crater, craters",AA,mc11,Approved,1997,36.0,Town in England.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5793,Syria,Mars,0.0,-19.78,-100.0,-19.78,-19.78,-100.0,-100.0,Europe,Greek,Albedo Feature,AL,mc17,Approved,1958,60.0,Province in Near East including Phoenicia; or one of the Cyclades (Homer).,0,0,0,0,0,31,784,18,976,867,95,1728,91,2669,2220,63,684,46,990,829,59,1811,106,2778,2399,21,216,5,260,243,0,0,0,0,0,281,4013,785,7697,6582,1
15315,Syria Colles,Mars,630.0,-13.46,-100.73,-8.55,-18.06,-96.08,-105.22,Europe,Greek,"Collis, colles",CO,mc17,Approved,"Apr 11, 2015",57.0,"Classical albedo feature name, Syria.",0,0,0,0,0,0,0,0,0,0,4,472,0,545,474,0,0,0,0,0,4,259,0,263,240,3,26,1,26,21,1,1,0,1,1,12,707,7,835,736,0
14573,Syria Mons,Mars,73.47,-13.88,-104.27,-13.27,-14.49,-103.72,-104.83,Europe,Greek,"Mons, montes",MO,mc17,Approved,"Jul 6, 2009",57.0,Classical albedo feature name. ,0,0,0,0,0,21,532,12,649,583,74,1569,67,2338,1921,27,417,4,456,384,41,1672,78,2436,2092,15,166,4,181,165,7,17,0,18,18,185,3460,458,6078,5163,1
5794,Syria Planum,Mars,735.74,-12.09,-103.9,-7.8,-16.84,-97.55,-110.25,Europe,Latin,"Planum, plana",PM,mc17,Approved,1973,57.0,Classical albedo feature name.,0,0,0,0,0,23,666,12,771,689,85,1659,85,2539,2127,57,603,38,825,696,52,1800,98,2734,2359,19,200,4,222,205,11,22,0,23,23,247,3864,678,7114,6099,0
5795,Syrtis Major,Mars,0.0,9.88,70.0,9.88,9.88,70.0,70.0,Europe,Latin,Albedo Feature,AL,mc13,Approved,1958,60.0,"Libyan Gulf, now Gulf of Sirte.",15,21,0,22,20,46,645,21,864,775,147,2375,191,4115,3459,114,1759,69,2464,2089,188,3438,368,7100,6203,114,945,160,1481,1329,41,91,13,111,104,665,6875,2311,16157,13979,1
6910,Syrtis Major Planitia,Mars,1262.0,9.39,69.5,19.78,-0.99,77.0,62.0,Europe,Latin,"Planitia, planitiae",PL,mc13,Dropped,1982,57.0,Classical albedo feature name; changed from Planitia to Planum 1982.,0,0,0,0,0,14,418,5,481,430,84,2142,108,3425,2856,42,1124,26,1486,1250,108,2867,237,5422,4792,47,546,60,799,713,17,42,3,45,45,312,5438,1129,11658,10086,1
5796,Syrtis Major Planum,Mars,1214.86,9.2,67.1,19.41,-1.37,76.64,58.88,Europe,Greek,"Planum, plana",PM,mc13,Approved,1973,57.0,Albedo feature name; changed from Planitia to Planum.,0,0,0,0,0,12,384,3,425,378,74,1894,71,2876,2411,27,478,9,574,497,98,2904,204,5473,4806,74,722,102,1087,952,23,50,5,56,51,308,5016,1087,10491,9095,1
5797,Sytinskaya,Mars,89.16,42.42,-53.06,43.17,41.67,-52.03,-54.07,Europe,Soviet,"Crater, craters",AA,mc04,Approved,1982,64.0,Nadezhda Nikolaevna; Soviet astronomer (1906-1974).,0,0,0,0,0,1,10,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,10,9,0
5811,Tabor,Mars,19.11,-35.5,-58.33,-35.34,-35.66,-58.12,-58.52,Europe,Czech Republic,"Crater, craters",AA,mc26,Approved,1979,36.0,Town in the Czech Republic.,0,0,0,0,0,0,0,0,0,0,1,89,0,89,88,2,58,0,58,43,3,57,0,57,54,0,0,0,0,0,1,1,0,1,1,7,202,0,205,186,0
5812,Tabou,Mars,7.68,-45.1,-35.04,-45.04,-45.17,-34.95,-35.13,Africa,Ivory Coast,"Crater, craters",AA,mc26,Approved,1976,36.0,Town in Ivory Coast.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5818,Tader Valles,Mars,200.0,-48.78,-152.3,-47.98,-50.21,-151.2,-154.1,Europe,Spain,"Vallis, valles",VA,mc24,Approved,1985,56.0,"Ancient name for present Segura River, Spain.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,0,12,10,0,0,0,0,0,1,1,0,1,1,3,13,0,13,11,0
5819,Taejin,Mars,28.06,-35.2,85.66,-34.97,-35.44,85.95,85.37,Asia,Republic of Korea,"Crater, craters",AA,mc28,Approved,1991,74.0,Town in the Republic of Korea.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5821,Tagus Valles,Mars,144.58,-6.68,114.54,-5.46,-7.86,115.2,114.06,Europe,Spain,"Vallis, valles",VA,mc22,Approved,1976,56.0,"Ancient and modern river in Spain, Portugal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,21,19,2,26,0,26,22,0,0,0,0,0,3,47,0,47,41,0
5829,Tak,Mars,5.21,-26.02,-28.65,-25.98,-26.07,-28.6,-28.7,Asia,Thailand,"Crater, craters",AA,mc19,Approved,1976,36.0,Town in Thailand.,1,0,0,0,0,0,0,0,0,0,5,63,0,63,58,1,8,0,8,6,1,34,0,34,28,0,0,0,0,0,0,0,0,0,0,8,105,0,105,92,0
5834,Tala,Mars,8.51,-20.34,112.79,-20.27,-20.41,112.87,112.72,Africa,Tunisia,"Crater, craters",AA,mc22,Approved,1991,74.0,Town in Tunisia.,0,0,0,0,0,1,62,0,62,30,3,75,0,75,64,1,19,0,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,155,0,156,110,0
15362,Talas,Mars,30.0,-35.67,75.37,-35.41,-35.93,75.68,75.06,Asia,Kyrgyzstan,"Crater, craters",AA,mc28,Approved,"Jul 27, 2015",36.0,Town in Kyrgyzstan.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,11,11,2,11,0,11,11,0
